Text,Verdict
commission income rise 257 % eur 161 mn eur 128 mn 2004,positive
operate profit eur 1397 mn 23 % eur 1138 mn,positive
finnish scanfil systems supplier contract manufacturer communications sector electronics industry report net sales total eur 947 mn first half 2010 eur 995 mn first half 2009,negative
total floor area plant expansion 29000 square metres,neutral
consolidate pretax profit decrease 692 % eur 410 mn eur 1331 mn 2007,negative
dilute earnings per share ( eps ) rise eur 029 eur 005,positive
finnish property investment company citycon expand refurbish + kersberga shop center stockholm sweden,neutral
previously company anticipate operate profit improve period,positive
ponsse divide sales maintenance service network six geographical areas,neutral
earnings per share ( eps ) 2005 decrease eur1 87 eur1 89 2003,negative
last year 's net sales rise eur 683 million eur 622 million,positive
cash flow operations january-december 2008 negative eur 181 mn compare eur 390 mn correspond period 2007,negative
operate profit margin 83 % compare 118 % year earlier,negative
company serve customers various industries include process resources industrial machinery architecture build construction electrical transportation electronics chemical petrochemical energy information technology well cater households,neutral
finland 's poyry energy contract advise builders new cogeneration power plant lithuania 's second-biggest city kaunas supervise construction process,positive
corporate update - ( c ) 1995-2009 m2 communications ltd finnish technology group teleste corporation ( omx helsinki tlt1v ) report wednesday ( 4 february ) operate profit eur5 6 net sales eur108 7 year 2008,neutral
revenue slightly x20ac 495 million $ 634 million compare x20ac 497 million year earlier,negative
finnish metal products company componenta oyj net profit go slightly 251 mln euro ( $ 402 mln ) first half 2008 254 mln euro ( $ 407 mln ) period 2007,negative
operate profit rise eur 278 mn eur 175 mn 2008,positive
operate loss amount eur 07 mn compare profit eur 08 mn second quarter 2005,negative
return capital employ roce negative 23 % compare 113 % 2007,negative
business organise february 1 2011 way production design service combine one entity etteplan operations,neutral
operate profit exclude non-recurring items total eur 22 mn eur 27 mn correspond period 2008,negative
e 's build system service revenue eur 355 mln 2007,neutral
significant sales increase 186 % russia,positive
market value one crane usd6m report finnish news agency stt,neutral
2008 steel industry account 64 percent cargo volumes transport whereas energy industry account 28 percent industries 8 percent,neutral
program 's target structural cost reductions eur 30mn 2009,positive
dolce & gabbana ask european union declare marimekko corporation 's `` unikko `` floral pattern trademark invalid continue dispute two company,negative
ferry run trouble outside stockholm archipelago make 20000 islands,negative
sales unit slump last year industry hit poor snowfall major resort winter 2006-07,negative
london marketwatch -- nokia nok say 's five-year service contract run hutchison essar 's network operations nine locations india,positive
`` uncommonly weak snow condition nearly every market affect first quarter result `` chief executive roger talermo say,negative
operate profit exclude non-recurring items total eur 54 mn compare eur 55 mn correspond period 2007,negative
many commercial vessels get stick narrow bay bothnia ice thicker around aaland islands,negative
fair value company 's investment properties grow eur 2803 billion end march 2009 eur 2691 million year ago,positive
technopolis finnish operations oulu vantaa espoo lappeenranta jyvaskyla tampere also prepare expand operations russia,neutral
report period biotie north american license partner somaxon pharmaceuticals announce positive result nalmefene pilot phase 2 clinical trial smoke cessation,positive
finnish swedish construction market still experience estimate 4 % annual growth 2008,positive
operate loss total eur 09 mn profit eur 27 mn,negative
say things different new finnish nuclear power station go operation large hydro power station northern europe good year,neutral
stora enso r share rise 120 pct 1184 eur upm-kymmene also drag higher rise 168 pct 1756 eur m-real b add 238 pct 430 eur,positive
showcase end-to-end capabilities mobile world congress arrange internal meego application development competition entice developers create new applications,neutral
customer forward site unknown log first number,neutral
operate profit increase 1451 % eur 83 mn eur 34 mn,positive
oriola-kd expect invoice 2008 higher comparable invoice 2007,positive
profit period total eur 11 mn eur 16 mn third quarter 2008,negative
finnish lift equipment maker kone oyj say october 4 2007 order worth 15 mln euro $ 212 mln deliver total 53 custom design elevators norwegian shipbuilder aker yards asa,positive
pre-tax profit total eur 3974 mn eur 1647 mn,positive
net sales decrease eur 498 million eur 599 million,negative
finnish kci konecranes raise net sales growth estimate 2006 25 % 35 %,positive
aim ceo 's q & sessions give clarity information make public already earlier,neutral
finnish electronics contract manufacturer scanfil report net sales eur 2412 mn 2006 eur 3216 mn 2005,negative
subscription sales decrease slightly,negative
agreement provide switch double converter capacity whilst open manufacture locations china,positive
profit per share eur 103 eur 087,positive
transaction alma media raise stake talentum 3065 % share 3112 % vote right,positive
airbus 100 firm order a350 89 nonbinding commitments,positive
also turn earnings per share ( eps ) eur 008 versus loss per share eur 004,positive
accord scanfil demand telecommunications network products fluctuate significantly third quarter 2006 situation expect remain unstable rest year,negative
company 's annual loss amount eek 18mn compare profit eek 73 mn 2008,negative
ebit exclude non-recurring items estimate increase 2009,positive
neither company use genetically engineer soy moment,neutral
finnair 's passenger load factor measure number sell seat share available seat drop 13 percentage point 767 % september,negative
company also seek possibilities relocate luumaki personnel 50 people upm mill,neutral
espoon kaupunki award contract personal care products,positive
helsinki 19 may 2010 - finnish company lemminkainen oyj ( hel lem1s ) say today construct office build toolonlahti downtown helsinki without disclose financial detail,neutral
meet media analysts hold day 1030 stonesoft headquarter helsinki italahdenkatu 22 interim report present stonesoft 's ceo ilkka hiidenheimo,neutral
finnish consumer package manufacturer huhtamaki oyj say swing net profit 841 mln euro $ 1056 mln first nine months 2006 net loss 26 mln euro $ 33 mln period 2005,positive
bavaria industriekapital ag 's 2006 revenues eur 333 million ebitda eur 51 million,neutral
`` small firm suffer moment likely money trouble `` add,negative
accord nordic financial group nordea 's analyst sami sarkamies make nokia 's portfolio competitive,positive
raisio 's bid buy glisten `` win-win `` deal company chairman uk snack firm tell just-food today 10 february,positive
q1 2009 bank + land 's net interest income weaken 10 % eur 91 mn,negative
finnish telecoms software developer tecnomen oyj say december 5 2006 $ 33 mln ( 25 mln euro ) order supply expansion charge message systems mobile fix network brasil telecom,positive
profit period eur 156 mn compare eur 141 mn 2007,positive
2009 comptel slip net loss eur2 1 profit eur6 6 previous year,negative
found 1994 company use six-step time-focused collaborative project approach improve financial institutions ' revenue stream,neutral
many commercial vessels get stick narrow bay bothnia ice thicker around aaland islands,negative
helsinki october 22 2008 ssh communications security corp board directors information please contact tomi laamanen chairman tel +358 0 400 609 544 distribution nasdaq omx helsinki ltd,neutral
operate loss amount eur 07 mn compare profit eur 08 mn second quarter 2005,negative
helsinki thomson financial - share cargotec fell sharply early afternoon trade cargo handle group post surprise drop april-june profit overshadow large number new order receive three months,negative
earnings per share ( eps ) drop eur 021 eur 031,negative
risto raty tekla 's executive vice president say tekla structure archicad cover entire design documentation workflow throughout construction project,neutral
report examine medical equipment business structure operations history products provide analysis key medical equipment revenue line,neutral
company say fall turnover plan,negative
operate profit total eur 67 mn eur 72 mn correspond period 2005,negative
net sales fell 33 % third quarter 2008 eur 1305 mn,negative
process products order installation separation-filtration equipment three natural gas pipeline project china south america saudi arabia,neutral
shop center open st petersburg russia november 2010 turn cash flow finnish department store chain stockmann 's russian operations positive first time 2011,positive
fourth quarter 2008 net sales decrease eur 1214 mn eur 1655 mn fourth quarter 2007,negative
final outcome right offer report around 23 october 2009,neutral
2009 3 february 2010 - finland-based steel maker rautaruukki oyj ( hel rtrks ) ruukki say today slip larger-than-expected pretax loss eur46m fourth quarter 2009 year-earlier profit eur45m,negative
accord arokarhu purchase scan cash register computer disappear total sum key press,negative
capman haavisto responsible group finance account,neutral
financial strategic operational factor consider,neutral
company say sales three months end march slide eur86 4 us $ 1134 eur91 2 last year,negative
pretax profit jump eur 219 million eur 31 million,positive
cohen & steer inc 5 534 626 share represent 4985 % share capital vote right,neutral
company turn earnings per share ( eps ) eur 003 versus loss per share eur 001,positive
operate profit sales three-month period increase respectively eur0 3 eur13 1 compare correspond period 2005,positive
tikkurila division kemira group control 23 % russian market field own st petersburg paint producer tex,neutral
sponda plc 's annual general meet decide 23 march 2005 establish shareholders ' nomination committee prepare proposals annual general meet 2006 composition board directors remuneration,neutral
finnish silicon wafer technology company okmetic oyj ( omx helsinki okm1v ) report thursday ( 7 august ) operate profit eur5 3 period january-june 2008 eur3 3 correspond period 2007,positive
profit period eur 109 mn eur 143 mn 2009,negative
accord nordic financial group nordea 's analyst sami sarkamies make nokia 's portfolio competitive,positive
stakeholders comptel involve workshops meetings file comment issue greatest importance competitive sector industry,neutral
air traffic finland stoppage since,negative
finnish investment group panostaja oyj say net profit go 86 mln euro $ 114 mln fiscal 2005-06 end october 31 2006 28 mln euro $ 37 mln period fiscal 2004-05,positive
new production plant company would increase capacity meet expect increase demand would improve use raw materials therefore increase production profitability,positive
swedish subsidiary hold 10 % net smelter return `` nsr `` royalties two advance copper project northern sweden - viscaria adak project - develop avalon minerals ltd asx avi,neutral
narrow eur2 8 9-mo '09 29 october 2009 - finnish software hardware developer elektrobit oyj hel ebg1v eb say today net loss narrow eur2 8 first nine months 2009 eur35 6 period year ago,positive
2007 etteplan turnover eur125 2,neutral
runway visual range calculate assessment distance pilot see runway,neutral
rinkuskiai raise sales 181 percent 137 million liters sales kauno alus grow 143 percent 960000 liters,positive
elcoteq 's global service offer cover entire lifecycle products product development after-market service,neutral
grow finland norway denmark baltic countries,neutral
iso certification demonstrate move forward quality commitments customers ',positive
however growth margin slow due financial crisis,negative
decision tekes base among follow ground project significant impact business development company,neutral
cerberus capital management lp-backed print paper maker newpage corp post mix second-quarter result cast cloud plan initial public offer,negative
honkarakenne start production need partner sawmill operations,neutral
eero katajavuori currently group vice president human resources take year-long sabbatical start october 1 2010,neutral
profit period eur 98 mn eur 60 mn 2004,positive
meantime ceo 's duties assume outotec 's deputy ceo seppo rantakari,neutral
company confirm estimate lower revenue whole 2009 year-ago eur93 9 give interim report 5 august 2009,negative
borrower happy roadshow pay hit ratio high,positive
publish globes online israel business news - wwwglobes-onlinecom - november 16 2009 - copyright globes publisher itonut 1983 ltd 2009,neutral
rautakesko 's business operations norway russia acquire july 2005 include figure comparable period impact sales growth start august,neutral
baltic state company report net sales eur 119 mn eur 142 mn operative ebit eur -22 mn eur -17 mn,negative
start software capable retrieve data type computer keyboard ( `` keyloggers `` ) complex mechanisms arrive scene phishing pharming,neutral
finland op-pohjola 's staff union boycott group 's insurance sales task company refuse take sale insurance account determine wag,negative
share capital biotie therapies corp constitute 90211860 share aggregate number vote right attach share amount 90211860,neutral
2007 etteplan report turnover eur125 2,neutral
ova press 60 % stake joint venture imsm hold 40 % stake,neutral
ministry water tanzania award poyry water sanitation engineer assignment rehabilitation extension water supply sanitation infrastructure bukoba musoma situate lake victoria northern tanzania,positive
outsource agreement cover equipment depots turku tampere run five years cramo say thursday,neutral
financial report publish friday seb say net profit soar sek6 745 bn 2010 year-earlier sek1 114 bn propose 50 % dividend increase sek1 50 per share,positive
return investment 166 % compare 158 % 2004,positive
percentages share vote right calculate proportion total number share register trade register total number vote right relate,neutral
preliminary estimate hotel operate brand novotel,neutral
truck feature eco drive system - fuel measure tool store data particular individual drivers,neutral
company 's previous estimate lower revenue year-ago eur 939 million,negative
omx helsinki index 034 pct 825602 turnover 813191 mln eur,negative
pretax loss total eur 1623 mn compare profit eur 2535 mn 2007,negative
finnish kemira group 's ceo lasse kurkilahti say group 's structural reorganisation continue least year,neutral
significant capital expenditure items global enterprise resource plan erp project product development production machine,neutral
megafon 's subscriber base increase 161 % 2009 505 million users december 31 market share number customers amount 24 % late 2009 23 % late 2008 accord teliasonera estimate,positive
choose efficient best overall value option customers already bid stage,positive
( adp news ) - feb 9 2009 - finnish computer service company proha oyj ( hel art1v ) say today net loss narrow eur 113000 ( usd 146000 ) 2008 eur 12 million 2007,positive
finnish plumb heat systems supplier uponor 's net sales continue business operations decrease eur 2491 mn july-september 2008 compare eur 2621 mn third quarter 2007,negative
forestries also higher drive yesterday 's bullish analyst comment stora enso dagens industri dealers say,positive
finnish software developer do solutions oyj say net profit increase 35 mln euro ( $ 46 mln ) 2006 23 mln euro ( $ 30 mln ) 2005,positive
finnish financial group aktia 's operate profit 2009 increase eur 470 mn eur 66 mn 2008,positive
cencorp 's net sales first quarter estimate eur09-1 2 compare eur4 5 first quarter 2008,negative
one headboxes equip modern consistency control system ensure cross machine profile plasterboard,neutral
nordea bank estonia part largest financial group nordic countries,neutral
agricultural newspaper maaseudun tulevaisuus 318000 readers represent decrease 6 %,negative
area highly value land already build,neutral
finnish geosentric 's net sales decrease eur 939000 january-march 2009,negative
bid offer include least 1000 share value share must correspond least eur4 000,neutral
mika stahlberg vp f-secure labs say `` excite proud f-secure recognize av-comparatives product year,positive
revenues time grow 14 percent 43 million euros,positive
correspond increase share capital due subscriptions warrant total eur 186074 register finnish trade register january 4 2008,neutral
`` 's issue thieve steal build sit `` say mr smith,negative
pretax profit decrease 37 % eur 1931 mn eur 3056 mn,negative
fiskars world 's 1 scissor brand tm recently learn - magazine 's 2011 teachers ' choice award classroom,positive
however sales volumes food industry expect remain relatively good level finland scandinavia atria say,positive
accord olvi 's manage director lasse aho company ongoing mmx plus project aim find growth outside finland,positive
net profit fell almost half + 55 million + 94 million end 2007,negative
new majority owners aspocomp thailand co ltd certain private persons belong immediate circle aspocomp 's present joint venture partner saha pathana inter-holding plc,neutral
finnish retailer stockmann approval board swedish rival lindex public tender offer aim expand company ' presence russia cee countries stockmann say monday,positive
employee negotiations address measure need adjust operations present production situation,neutral
biggest sellers chain 's supermarkets finland organic pirkka tomatoes carrots egg meat products,neutral
second company acquire sweden 's reftele maskinservice ab whose business mainly field service spare part manufacture 10 employees 12 mln eur sales year,neutral
deal line etteplan 's strategy operate partner global customers provide industrial technology design service,neutral
ruukki 's order book end 2010 30 % year-on-year 10 % quarter-on-quarter,positive
poorest index figure give finnish power company fortum 45,negative
teliasonera 's underlie result however include 457 mln skr positive one-offs hence adjust underlie ebitda actually amount 7309 bln skr clearly expectations analysts say,negative
finnish rautaruukki award contract supply install steel superstructures partihallsf+ rbindelsen bridge gothenburg sweden,positive
guangdong october 26 sinocast -- nokia telecommunications dongguan branch enter letter intent open nokia class qingyuan polytechnic qingyuan city guangdong province,neutral
sunrise resources operate russian near-shore development market wholly-owned russian subsidiary 80 % personnel russia,neutral
share shall acquire accord rule nasdaq omx helsinki otherwise accord rule relate acquisition company 's share,neutral
metrics qpr scorecard support date text milestone-based value improve support manage project around performance process-related content,positive
dismiss staff members take matter court unless settle outside,negative
nevertheless market share rise 4914 percent 4851 percent year earlier,positive
value contract eur 27mn,neutral
le coq special develop bicentenary company trade mark brewer say,neutral
however order receive period review fell 17 % quarter-on-quarter eur 213 million record second quarter 2010,negative
`` trend sport leisure market favorable first months year,positive
almost two thirds olvi 's net sales come outside finland,neutral
`` tweeple check 's follow cautious click urls tinyurls ``,neutral
top us commerce department publish worse-than-expected construction spend figure november,negative
finnish financial group aktia 's operate profit 2009 increase eur 470 mn eur 66 mn 2008,positive
operate margin aker yards cruise & ferry division go 83 % 64 % first quarter 2007,negative
turun kaupunkin finland base company award contract lemminkainen talotekniikka oy electrical installation work,positive
ssh communications security corporation headquarter helsinki finland,neutral
base strong customer interest feedback use rpm mobile phone manufacturers operators enterprises developer forums significantly increase product service quality user-experience cost-efficiency `` tulonen continue,positive
dilute earnings per share ( eps ) stand eur 025 versus eur 042,negative
commission income fell eur 46 mn eur 51 mn correspond period 2007,negative
recruitment relate relocation stora enso 's research operations karlstad central sweden,neutral
part new strategy finnish biohit plan incorporate diagnostics business separate limit company,neutral
robust growth result inclusion clothe chain lindex group december 2007,positive
finnish publisher alma media ( hel aln1v ) say wednesday decide extend eur1 85 ( usd2 75 ) apiece mandatory tender offer media group talentum ( hel ttm1v ) start 19 august 16 november,neutral
growth strongest f-secure 's operator isps mobile operators cable operators business,positive
announcement push freenet share 63 % eur0 71 frankfurt trade eur10 65 investors give hope unite internet ag drillisch would pursue takeover breakup freenet,negative
rfid ( radio frequency identification ) method so-called intelligent transport whereby information read save remotely,neutral
accord finnish aktia bank 's manage director jussi laitinen bank 's aim triple number customers finland next five years,positive
main strength cooperation project lie merge know-how two large company,positive
sales increase due grow market rat increase operations,positive
grapevine city officials september approve $ 35 million tax rebate grant expansion,positive
result company temporarily lay-off 25 % whole personnel approximately 270 persons kirkkonummi nivala factories,negative
aim achieve eur 25 mn yearly savings,positive
found 1649 fiskars 360 years product quality excellence finland 's oldest company,neutral
risk exposure non-life insurance move 12-month expense function non-life insurance exclude expense investment management expense service render non-life insurance investment portfolio allocation,neutral
grapevine city officials september approve $ 35 million tax rebate grant expansion,positive
lay-offs implement use part-time employment contract,neutral
low capacity utilisation rate steel production considerably increase fix cost per unit steel produce,negative
result negotiations company decide make 45 people redundant financial production ground,negative
vaisala 's net profit third quarter 2007 drop 30 mln euro ( $ 43 mln ) 68 mln euro ( $ 98 mln ) period 2006,negative
south african sappi become largest foreign forest industry company operate finland result acquisition finnish m-real corporation 's graphic paper business unit,positive
total floor area plant expansion 29000 square metres,neutral
acquisition wireless modem unit approximately 1100 employees transfer renesas electronics corporation,neutral
net sales whole fiscal year 2008 lower 2007 operate profit estimate negative,negative
paper mill central maine town madison soon new owner,neutral
market expect poor performance company 's stock 6 percent x20ac 2389 us $ 3384 early afternoon trade helsinki,positive
operate margin however slip 144 % 151 % drag poor performance enterprise solutions,negative
revenue grow 2 percent x20ac 580 million $ 743 million x20ac 569 million,positive
1259 pm omx helsinki 25 index 032 pct lower 269481,negative
`` customer satisfy basware invoice automation solution extend implementation new geographies,positive
finnish electronics contract manufacturer scanfil report net sales eur 589 mn second quarter 2007 eur 624 mn year earlier,negative
sales unit slump last year industry hit poor snowfall major resort winter 2006-07,negative
finnish electronics contract manufacturer scanfil report net sales eur 2412 mn 2006 eur 3216 mn 2005,negative
daily graphic newspaper october report initiative embark upon fidelity bank partner ghana post offices across country offer financial service unbanked under-banked country,neutral
finnish beverage company olvi one last list company finland yet publish financial result second quarter 2009,neutral
capacity ease seikku sawmill pori alholma sawmill pietarsaari result 60 people lay around six weeks start mid-may say,negative
eps drop eur0 2 eur0 3,negative
however bottom-line result improve thank positive financial items,positive
ruukki forecast 15-20 % annual sales growth positive pretax result 2010,positive
vianor sell tire cars truck well range car part provide maintenance service,neutral
operate profit total eur 122 mn eur 356 mn first quarter 2008,negative
elcoteq 's electronics manufacture service ( ems ) business segment serve customers globally engineer manufacture fulfillment service,neutral
`` 're delight move `` say morna cowie co-owner `` 's double size current shop lovely feel ``,positive
high court finland fin seven local asphalt company lion ( $ 117 million ) operate cartel,negative
`` implementation program negative impact 2006 2007 earnings `` mr meiklejohn say,negative
helsinki afx - outokumpu technology say sign 35 mln eur agreement mongolia 's erdenet mine corporation engineer first hydrocopper plant build erdenet mine site,positive
agreement benefon 's forthcoming range twig integrate gps navigation mobile phone devices use jointly develop web-based track location technology consumer commercial applications,neutral
stock hit profit warn finnish rival rautaruukki oyj ( omx rtrks ),negative
total value deliveries eur65m,neutral
operate profit 2009 lower outlook publish earlier,negative
operate profit fourth quarter fell eur33m eur39m year earlier,negative
net sales increase eur193 3 eur179 9 pretax profit rise 342 % eur43 1 ( eur1 = usd1 4 ),positive
aspocomp large factory china factory build project india halt due finance problems,negative
german commerzbank ag 's hamburg branch us jp morgan ( nyse jpm ) participate arrangers dutch ing ( ams inga ) co-arranger,neutral
rautaruukki say construction group yit award 25 mln eur contract supply steel structure new bridge span kemijoki river northern finland,positive
stora enso oyj say second-quarter result would fall half compare period 2007,negative
also turn earnings per share ( eps ) eur 044 versus loss per share eur 226,positive
finnish department store group stockmann plan acquire eur 141mn direct issue right offer,neutral
fair value investment properties total eur 22999 mn compare eur 22295 mn correspond period 2009,positive
pretax profit group 's life insurance business increase eur 36 million eur 27 million,positive
sales finland decrease 105 % january sales outside finland drop 17 %,negative
company report today operate loss eur0 1 net sales eur4 5 first quarter 2008,negative
period-end cash cash equivalents total eur6 5 compare eur10 5 previous year,negative
operate profit rise eur 1034 mn eur 232 correspond period 2006,positive
poyry plc additional information heikki malinen president ceo poyry plc tel +358 10 33 21307 poyry global expert consult engineer,neutral
north-rhine westphalia - issue benchmark 5 year fix rate deal euros,neutral
take marimekko distinctly significant scale,neutral
tecnomen convergent charge solution include functionality prepay post-paid bill charge rat voice call video call raw data traffic type content service mobile fix network,neutral
construction volumes meanwhile grow rate 10-15 percent annually,positive
huhtamaki 's rigid plastic consumer goods operations mainly europe separate new report segment 1 january 2009,neutral
seven-month sales ragutis control finnish brewery olvi decline 112 percent 1541 million liters company hold 989 percent market,negative
`` extremely delight project continuation cooperation viking line,positive
finnish swedish construction market still experience estimate 4 % annual growth 2008,positive
also 77 pct 12-month volume weight average price stock,positive
acquisition expect improve access chrome ore resources turkey,positive
since association 's data cover sales figure 100 small local breweries sales import beer products actual market share members smaller give report,negative
program start summer 2007 originally estimate last approximately two years,neutral
group 's 12-month operate profit grow 31 percent 3378 million euros,positive
operate profit net sales six-month period increase respectively eur18 1 eur127 6 compare correspond period 2006,positive
finnish electronics contract manufacturer scanfil net sales eur 522 mn first quarter 2007 eur 601 mn year,negative
far norwegian norske skog reduce staff level 1000 people plan reduce production 200000 tons 2008 finnish-swedish stora enso cut staff 1700 people production 500000 tons,negative
proha plc ( euronext 7327 ) announce today ( 19 may ) fully-owned subsidiary safran software solutions agree sell 49 % share safran north america llc sna hold investment group base norway,neutral
company list nordic exchange helsinki,neutral
total 165 mn passenger ship journey take place northern baltic sea 2007 slightly 165 mn 2006,negative
finnish electronics manufacture service company elcoteq sign cooperation agreement japanese mobile phone manufacturer bypass elcoteq tallinn say jan kotka ceo elcoteq tallinn,positive
residents access block plan aleksandri street,neutral
operate profit turnover three-month period increase respectively eur0 9 eur8 3 compare correspond period 2005,positive
acquisition panostaja oyj expand business area specialise digital print,positive
rally authorize city administration consulate official come workers speak take letter,neutral
growth net sales first half 2008 28 % compare first half 2007,positive
financial detail disclose,neutral
payment 2779 million litas interest long-term loan provide ragutis ' majority shareholder estonia 's le coq also add losses,negative
26 october 2010 - finnish environmental management company lassila & tikanoja oyj ( hel lat1v ) l & say today net profit decline eur20 9 first nine months 2010 eur27 6 period year earlier,negative
return equity stand 183 % compare 154 % third quarter 2005,positive
vaisala 's net profit third quarter 2007 drop 30 mln euro ( $ 43 mln ) 68 mln euro ( $ 98 mln ) period 2006,negative
finnish ship company finnlines grimaldi group report net sales decrease eur 2418 mn january-june 2009 eur 3840 mn correspond period 2008,negative
external net sales print business fell 437 % partly due termination print contract ilkka-yhtyma 's print house i-print oy sector player hss media ab december 2009 fall print price,negative
last year 's net sales rise eur 683 million eur 622 million,positive
tyrvaan sanomat publish twice week tyrvaan sanomat oy appear sastamala kiikoinen,neutral
operate profit improve 399 % eur 180 mn eur12 8 mn,positive
finnish national carrier say net loss april june euro26 million net profit euro13 million year earlier,negative
poorest index figure give finnish power company fortum 45,negative
second quarter 2010 group 's net profit rise eur 31 million eur 25 million april-june 2009,positive
finnair able operate leisure flight despite strike,positive
adp news - may 29 2009 - bank america bofa downgrade today ratings swedish-finnish paper maker stora enso oyj hel sterv finnish sector player upm-kymmene oyj hel upm1v `` underperf,negative
29 september 2010 finnish waste management recycle company lassila & tikanoja expand operations russia introduce recently complete recycle plant city dubna near moscow,positive
digia say consolidate net sales january-june 2010 eur67 8 97 % period 2009 ( eur61 9 ),positive
net sales fell 5 % previous account period,negative
operate loss total eur 32 mn compare profit eur 72 mn third quarter 2008,negative
increase net sales due acquisition swedish silva produce garden tool boat,positive
operate loss total eur 40 mn compare profit eur 86 mn second quarter 2008,negative
second successful effort financial investor year,positive
london ( afx ) - intertek group plc test inspection company say commercial electrical division buy finland-based company natlabs oy etteplan oyj 13 mln eur cash,neutral
net sales go 1 % year-on-year eur 29 million affect business acquisitions realize previous financial period effect eur 51 million review period,positive
1259 pm omx helsinki 25 index 032 pct lower 269481,negative
operate profit net sales nine-month period increase respectively 266 % 34 % compare correspond period 2006,positive
january-november 2009 group 's sales total eur 78017 mn drop 126 % period 2008,negative
q2 2009 profit tax amount eur 136 mn eur 268 mn q2 2008,negative
operate profit decrease eur 16mn eur 211 mn 2008,negative
alexandria va jan 9 -- unite state patent 7862685 issue jan 4 assign kemira chemicals inc ( marietta ga ),neutral
finnish electronics manufacture service ems company elcoteq se post net loss 664 mln euro $ 912 mln first half 2007 compare net profit 71 mln euro $ 98 mln period 2006,negative
yit 's baltic sales first three quarter 2008 total 1062 million euros represent drop 29 percent year year,negative
long-standing partnership commitment enable party develop respective operations esl ship also opportunity update fleet improve efficiency,positive
commission income decrease eur 38 mn compare eur 46 mn third quarter 2007,negative
cdp establish initiative institutional investors however annually publish result also interest increase number customers interest group report company,neutral
data process unit collect data calculate rvr value provide data users via various interfaces,neutral
pretax profit decrease 37 % eur 1931 mn eur 3056 mn,negative
finnlines say deal part strategy focus core businesses,neutral
sales volume coca-cola 's market share decrease 22 % 242 %,negative
new majority owners aspocomp thailand co ltd certain private persons belong immediate circle aspocomp 's present joint venture partner saha pathana inter-holding plc,neutral
partnership finnish paulig 's danish subsidiary oscar puljonki acquire sales organization european market,neutral
one also apply job directly ipad select cv attach cover letter appropriate position,neutral
incap headquarter oulu finland electronics contract manufacturer 750 employees finland estonia india,neutral
secondary antenna also use reception high power signal radar calibrate transmission channel radar ``,neutral
temporary lay-offs affect entire workforce also implement,negative
company make garden tool scissor consumer goods say earnings boost 69 mln eur income receive 167 pct shareholding finnish engineer group wartsila,positive
accord ringman finnish paper company acquire know-how capacity paper recycle turn successful strategy,positive
finnish suominen corporation make wipe nonwovens flexible package expect change market situation reduce sales suominen 's nonwovens wet wipe previously estimate volumes,negative
operate loss amount eur 09 mn first half 2006 compare profit eur 05 mn first half 2005,negative
term transactions remain undisclosed,neutral
separately yit corporation austrian firm e ag last week sign agreement sale e 's build system service business germany austria poland czech republic hungary romania eur 55 mln,positive
net interest income increase 45 % eur 314 mn eur 300 mn 2004,positive
scanfil also issue profit warn,negative
report profile 158 company include many key niche players include major nonwovens manufacturers ahlstrom corporation asahi kasei corporation buckeye technologies inc ei,neutral
`` demand sport equipment good 2005,positive
finnish talvivaara mine co hel tlv1v say thursday pick bofa merrill lynch jpmorgan nyse jpm joint bookrunners plan issue convertible note worth eur250m usd332m,neutral
propose consolidation activities impact approximately 30 position,neutral
finland op-pohjola 's staff union boycott group 's insurance sales task company refuse take sale insurance account determine wag,negative
operate result include non-recurring items rise eur 146mn loss eur 267mn 2009,positive
process products order installation separation-filtration equipment three natural gas pipeline project china south america saudi arabia,neutral
cencorp estimate net sales last quarter earlier state eur4 3 eur5 0 operate profit ( ebit ) estimate positive,positive
maggie ramsey 's wait - thousands oregon washington guide anglers others flock frequent seminars - nearly,neutral
activities range development natural resources retail market finish products,neutral
helsinki afx - outokumpu say technology unit 28 mln eur contract bosnia-herzegovina 's aluminij dd mostar upgrade anode plant,positive
operate profit nine-month period increase eur13 6 net sales increase eur394 7 compare correspond period 2005,positive
vaisala 's expertise lightning data information systems base extensive experience investment r &,neutral
finnish operator elisa aker yards sign long-term service deal elisa deliver necessary voice data service aker yards finland,positive
close transaction schedule take place january 10 2008,neutral
investors continue interest company 's share although quite cheap affarsvarlden say,positive
mr skogster currently serve manager responsible abb oy 's system modules low voltage drive,neutral
relations city damage comment mr ashley criticise city investors analysts `` cry baby ``,negative
growth net sales continue favourably middle east africaand asia pacific,positive
50-50 joint venture call nokia siemens network comprise nokia 's network business group siemens ' carrier-related operations create estimate synergies 15 billion euros ( $ 19 billion ) 2010 nokia say,positive
finnish construction company yit reduce number start-ups market-financed residential units 2007 2300 previously announce 2700,negative
us energy executives say high steel price threaten energy exploration,negative
operate profit exclude non-recurring items eur 78 million compare eur 112 million,negative
make available follow brand-new market analyse cement - uk cement - poland cement - belgium analyse give clear overview actual situation future outlook cement industry european countries,neutral
sales security system package increase slightly,positive
agreement biohit become focus supplier pipettors disposable pipettor tip vwr customers throughout europe,positive
okmetic expect net sales first half 2009 less 2008,negative
solteq plc announcement 16122010 share repurchase 16122010 helsinki stock exchange solteq plc hold total 486969 share include share repurchase 16122010,neutral
`` year personal entertainment play significant role determine whether fitness facility 's workout experience pleasurable chore `` say brian wilson director market precor 's entertainment & service division,neutral
- demand fireplace products lower expect especially germany,negative
